Timestamp,Symbol,Open,High,Low,Close,Volume,Interval
2010-06-30 19:59:00,QQQ,37.874,37.899,37.833,37.862,6100,1min
2010-06-30 19:58:00,QQQ,37.865,37.89,37.833,37.862,200,1min
2010-06-30 19:57:00,QQQ,37.865,37.89,37.833,37.862,200,1min
2010-06-30 19:55:00,QQQ,37.865,37.89,37.833,37.862,100,1min
2010-06-30 19:53:00,QQQ,37.865,37.89,37.833,37.862,2400,1min
2010-06-30 19:51:00,QQQ,37.874,37.899,37.842,37.87,100,1min
2010-06-30 19:50:00,QQQ,37.857,37.89,37.816,37.862,12090,1min
2010-06-30 19:48:00,QQQ,37.848,37.873,37.816,37.844,500,1min
2010-06-30 19:47:00,QQQ,37.848,37.873,37.816,37.844,2600,1min
2010-06-30 19:44:00,QQQ,37.839,37.864,37.807,37.835,1400,1min
2010-06-30 19:43:00,QQQ,37.839,37.864,37.807,37.835,1900,1min
2010-06-30 19:41:00,QQQ,37.839,37.873,37.807,37.844,500,1min
2010-06-30 19:40:00,QQQ,37.839,37.864,37.807,37.835,100,1min
2010-06-30 19:37:00,QQQ,37.83,37.855,37.798,37.826,1000,1min
2010-06-30 19:36:00,QQQ,37.839,37.864,37.807,37.835,100,1min
2010-06-30 19:35:00,QQQ,37.839,37.864,37.807,37.835,5000,1min
2010-06-30 19:34:00,QQQ,37.83,37.855,37.798,37.826,100,1min
2010-06-30 19:31:00,QQQ,37.83,37.855,37.798,37.826,1500,1min
2010-06-30 19:30:00,QQQ,37.83,37.855,37.798,37.826,868,1min
2010-06-30 19:29:00,QQQ,37.83,37.855,37.798,37.826,100,1min
2010-06-30 19:28:00,QQQ,37.83,37.855,37.798,37.826,7332,1min
2010-06-30 19:27:00,QQQ,37.83,37.855,37.798,37.826,500,1min
2010-06-30 19:23:00,QQQ,37.812,37.837,37.78,37.808,100,1min
2010-06-30 19:22:00,QQQ,37.803,37.828,37.771,37.8,500,1min
2010-06-30 19:18:00,QQQ,37.812,37.837,37.754,37.782,2100,1min
2010-06-30 19:10:00,QQQ,37.812,37.837,37.78,37.808,1672,1min
2010-06-30 19:08:00,QQQ,37.795,37.819,37.763,37.791,600,1min
2010-06-30 19:06:00,QQQ,37.803,37.828,37.771,37.8,3300,1min
2010-06-30 19:05:00,QQQ,37.803,37.828,37.771,37.8,1800,1min
2010-06-30 18:58:00,QQQ,37.812,37.837,37.78,37.808,100,1min
2010-06-30 18:57:00,QQQ,37.812,37.837,37.78,37.808,828,1min
2010-06-30 18:56:00,QQQ,37.795,37.819,37.763,37.791,100,1min
2010-06-30 18:51:00,QQQ,37.812,37.837,37.754,37.782,1100,1min
2010-06-30 18:44:00,QQQ,37.803,37.828,37.771,37.8,500,1min
2010-06-30 18:42:00,QQQ,37.795,37.819,37.763,37.791,100,1min
2010-06-30 18:39:00,QQQ,37.786,37.811,37.754,37.782,200,1min
2010-06-30 18:34:00,QQQ,37.795,37.828,37.763,37.8,1200,1min
2010-06-30 18:30:00,QQQ,37.803,37.828,37.771,37.8,200,1min
2010-06-30 18:28:00,QQQ,37.795,37.819,37.754,37.791,1000,1min
2010-06-30 18:25:00,QQQ,37.803,37.828,37.771,37.8,150,1min
2010-06-30 18:24:00,QQQ,37.803,37.828,37.771,37.8,150,1min
2010-06-30 18:22:00,QQQ,37.786,37.811,37.754,37.782,307,1min
2010-06-30 18:21:00,QQQ,37.795,37.819,37.754,37.782,3285,1min
2010-06-30 18:20:00,QQQ,37.795,37.819,37.763,37.791,2640,1min
2010-06-30 18:19:00,QQQ,37.795,37.819,37.763,37.791,6000,1min
2010-06-30 18:18:00,QQQ,37.795,37.819,37.763,37.791,6600,1min
2010-06-30 18:15:00,QQQ,37.795,37.819,37.763,37.791,4000,1min
2010-06-30 18:13:00,QQQ,37.795,37.819,37.763,37.791,24900,1min
2010-06-30 18:10:00,QQQ,37.786,37.819,37.736,37.764,13300,1min
2010-06-30 18:09:00,QQQ,37.786,37.811,37.754,37.782,14600,1min
2010-06-30 18:08:00,QQQ,37.786,37.811,37.754,37.782,21300,1min
2010-06-30 18:07:00,QQQ,37.795,37.819,37.754,37.782,14000,1min
2010-06-30 18:05:00,QQQ,37.821,37.846,37.771,37.808,10200,1min
2010-06-30 18:04:00,QQQ,37.821,37.846,37.789,37.817,2000,1min
2010-06-30 18:03:00,QQQ,37.821,37.846,37.789,37.817,500,1min
2010-06-30 18:02:00,QQQ,37.848,37.873,37.798,37.844,10100,1min
2010-06-30 18:00:00,QQQ,37.839,37.864,37.78,37.835,9162,1min
2010-06-30 17:59:00,QQQ,37.848,37.873,37.816,37.844,100,1min
2010-06-30 17:58:00,QQQ,37.848,37.89,37.816,37.862,2600,1min
2010-06-30 17:56:00,QQQ,37.839,37.864,37.807,37.835,400,1min
2010-06-30 17:54:00,QQQ,37.848,37.873,37.816,37.844,200,1min
2010-06-30 17:53:00,QQQ,37.848,37.873,37.816,37.844,1000,1min
2010-06-30 17:52:00,QQQ,37.848,37.873,37.816,37.844,100,1min
2010-06-30 17:47:00,QQQ,37.848,37.881,37.798,37.853,2350,1min
2010-06-30 17:45:00,QQQ,37.839,37.873,37.807,37.844,427,1min
2010-06-30 17:43:00,QQQ,37.848,37.873,37.816,37.844,975,1min
2010-06-30 17:39:00,QQQ,37.848,37.873,37.816,37.844,1325,1min
2010-06-30 17:29:00,QQQ,37.83,37.855,37.789,37.817,2500,1min
2010-06-30 17:28:00,QQQ,37.848,37.873,37.816,37.844,1600,1min
2010-06-30 17:27:00,QQQ,37.83,37.873,37.789,37.844,5315,1min
2010-06-30 17:26:00,QQQ,37.848,37.873,37.816,37.844,100,1min
2010-06-30 17:23:00,QQQ,37.83,37.864,37.798,37.835,10735,1min
2010-06-30 17:22:00,QQQ,37.839,37.864,37.807,37.835,2150,1min
2010-06-30 17:21:00,QQQ,37.839,37.864,37.807,37.835,2850,1min
2010-06-30 17:19:00,QQQ,37.848,37.873,37.816,37.844,500,1min
2010-06-30 17:18:00,QQQ,37.839,37.873,37.807,37.844,378,1min
2010-06-30 17:14:00,QQQ,37.848,37.873,37.816,37.844,500,1min
2010-06-30 17:12:00,QQQ,37.848,37.873,37.816,37.844,100,1min
2010-06-30 17:10:00,QQQ,37.848,37.873,37.816,37.844,200,1min
2010-06-30 17:08:00,QQQ,37.848,37.873,37.816,37.844,2600,1min
2010-06-30 17:06:00,QQQ,37.839,37.864,37.807,37.835,150,1min
2010-06-30 17:05:00,QQQ,37.848,37.873,37.816,37.844,500,1min
2010-06-30 17:03:00,QQQ,37.839,37.873,37.798,37.844,10540,1min
2010-06-30 17:02:00,QQQ,37.839,37.864,37.807,37.835,2900,1min
2010-06-30 17:01:00,QQQ,37.839,37.864,37.798,37.826,1100,1min
2010-06-30 17:00:00,QQQ,37.848,37.873,37.816,37.844,3900,1min
2010-06-30 16:59:00,QQQ,37.848,37.873,37.816,37.844,1000,1min
2010-06-30 16:58:00,QQQ,37.857,37.881,37.816,37.844,1274,1min
2010-06-30 16:57:00,QQQ,37.857,37.881,37.825,37.853,352,1min
2010-06-30 16:53:00,QQQ,37.848,37.89,37.816,37.844,25412,1min
2010-06-30 16:52:00,QQQ,37.839,37.873,37.807,37.844,5164,1min
2010-06-30 16:51:00,QQQ,37.848,37.873,37.807,37.844,7938,1min
2010-06-30 16:50:00,QQQ,37.839,37.873,37.807,37.844,1950,1min
2010-06-30 16:49:00,QQQ,37.83,37.864,37.798,37.835,14463,1min
2010-06-30 16:48:00,QQQ,37.83,37.855,37.798,37.826,1217,1min
2010-06-30 16:46:00,QQQ,37.83,37.855,37.798,37.826,1300,1min
2010-06-30 16:45:00,QQQ,37.839,37.864,37.807,37.835,21400,1min
2010-06-30 16:44:00,QQQ,37.839,37.864,37.798,37.826,821,1min
2010-06-30 16:43:00,QQQ,37.83,37.864,37.789,37.835,34761,1min
2010-06-30 16:42:00,QQQ,38.185,38.21,38.152,38.181,11800,1min
2010-06-30 16:41:00,QQQ,37.839,37.864,37.807,37.835,4229,1min
2010-06-30 16:40:00,QQQ,37.839,37.864,37.807,37.835,1425,1min
2010-06-30 16:39:00,QQQ,37.83,37.864,37.798,37.835,4403,1min
2010-06-30 16:38:00,QQQ,37.83,37.864,37.798,37.835,3372,1min
2010-06-30 16:37:00,QQQ,37.839,37.864,37.807,37.835,300,1min
2010-06-30 16:34:00,QQQ,37.839,37.864,37.807,37.835,40500,1min
2010-06-30 16:32:00,QQQ,37.839,37.904,37.789,37.875,80708,1min
2010-06-30 16:31:00,QQQ,37.857,37.881,37.807,37.835,1649,1min
2010-06-30 16:30:00,QQQ,37.83,37.881,37.798,37.853,2451,1min
2010-06-30 16:29:00,QQQ,37.83,37.855,37.798,37.826,2210,1min
2010-06-30 16:28:00,QQQ,37.83,37.864,37.798,37.835,3600,1min
2010-06-30 16:27:00,QQQ,37.839,37.864,37.798,37.826,51600,1min
2010-06-30 16:26:00,QQQ,37.83,37.855,37.798,37.826,12300,1min
2010-06-30 16:25:00,QQQ,37.848,37.873,37.798,37.826,21800,1min
2010-06-30 16:24:00,QQQ,37.83,37.873,37.798,37.844,16800,1min
2010-06-30 16:23:00,QQQ,37.83,37.864,37.798,37.826,4397,1min
2010-06-30 16:22:00,QQQ,37.83,37.855,37.798,37.826,19950,1min
2010-06-30 16:21:00,QQQ,37.839,37.864,37.798,37.826,5800,1min
2010-06-30 16:20:00,QQQ,37.839,37.864,37.798,37.826,16650,1min
2010-06-30 16:19:00,QQQ,37.848,37.873,37.798,37.826,24300,1min
2010-06-30 16:18:00,QQQ,37.839,37.864,37.807,37.835,7900,1min
2010-06-30 16:17:00,QQQ,37.83,37.864,37.798,37.835,400,1min
2010-06-30 16:16:00,QQQ,37.812,37.855,37.78,37.808,2100,1min
2010-06-30 16:15:00,QQQ,37.821,37.846,37.771,37.8,12735,1min
2010-06-30 16:14:00,QQQ,37.839,37.873,37.78,37.817,43300,1min
2010-06-30 16:13:00,QQQ,37.839,37.873,37.807,37.835,40365,1min
2010-06-30 16:12:00,QQQ,37.857,37.881,37.816,37.844,3946,1min
2010-06-30 16:11:00,QQQ,37.874,37.899,37.825,37.853,85838,1min
2010-06-30 16:10:00,QQQ,37.848,37.908,37.816,37.879,63244,1min
2010-06-30 16:09:00,QQQ,37.848,37.881,37.807,37.844,258143,1min
2010-06-30 16:08:00,QQQ,37.848,37.881,37.807,37.835,70013,1min
2010-06-30 16:07:00,QQQ,37.839,37.881,37.807,37.853,302044,1min
2010-06-30 16:06:00,QQQ,37.821,37.864,37.789,37.835,17865,1min
2010-06-30 16:05:00,QQQ,37.848,37.895,37.798,37.826,137596,1min
2010-06-30 16:04:00,QQQ,37.83,37.873,37.789,37.835,97033,1min
2010-06-30 16:03:00,QQQ,37.857,37.89,37.798,37.835,172123,1min
2010-06-30 16:02:00,QQQ,37.883,38.004,37.807,37.853,2267574,1min
2010-06-30 16:01:00,QQQ,37.865,38.15,37.825,37.879,556046,1min
2010-06-30 16:00:00,QQQ,37.865,38.364,37.78,37.862,535750,1min
2010-06-30 15:59:00,QQQ,37.892,37.926,37.807,37.862,1565018,1min
2010-06-30 15:58:00,QQQ,37.906,37.961,37.86,37.888,958150,1min
2010-06-30 15:57:00,QQQ,37.883,37.935,37.825,37.897,665981,1min
2010-06-30 15:56:00,QQQ,37.883,37.952,37.825,37.879,1539185,1min
2010-06-30 15:55:00,QQQ,37.874,37.917,37.807,37.879,532808,1min
2010-06-30 15:54:00,QQQ,37.865,37.917,37.807,37.862,339598,1min
2010-06-30 15:53:00,QQQ,37.892,37.926,37.825,37.862,707234,1min
2010-06-30 15:52:00,QQQ,37.91,37.961,37.86,37.888,752065,1min
2010-06-30 15:51:00,QQQ,37.963,38.006,37.869,37.906,607791,1min
2010-06-30 15:50:00,QQQ,37.904,37.988,37.86,37.95,708804,1min
2010-06-30 15:49:00,QQQ,37.892,37.952,37.833,37.906,590529,1min
2010-06-30 15:48:00,QQQ,37.848,37.926,37.807,37.897,1005956,1min
2010-06-30 15:47:00,QQQ,37.803,37.89,37.754,37.844,1016398,1min
2010-06-30 15:46:00,QQQ,37.803,37.846,37.745,37.8,696795,1min
2010-06-30 15:45:00,QQQ,37.83,37.855,37.745,37.791,2133042,1min
2010-06-30 15:44:00,QQQ,37.958,37.983,37.798,37.826,1118832,1min
2010-06-30 15:43:00,QQQ,37.963,38.014,37.922,37.959,337733,1min
2010-06-30 15:42:00,QQQ,38.034,38.068,37.904,37.95,3120169,1min
2010-06-30 15:41:00,QQQ,38.007,38.076,37.948,38.03,827167,1min
2010-06-30 15:40:00,QQQ,38.047,38.085,37.966,38.003,1002654,1min
2010-06-30 15:39:00,QQQ,38.14,38.174,38.01,38.039,1069773,1min
2010-06-30 15:38:00,QQQ,38.175,38.205,38.108,38.143,356458,1min
2010-06-30 15:37:00,QQQ,38.184,38.209,38.126,38.18,250352,1min
2010-06-30 15:36:00,QQQ,38.167,38.209,38.126,38.172,147860,1min
2010-06-30 15:35:00,QQQ,38.14,38.192,38.108,38.163,524844,1min
2010-06-30 15:34:00,QQQ,38.167,38.201,38.072,38.136,526103,1min
2010-06-30 15:33:00,QQQ,38.175,38.214,38.134,38.172,130003,1min
2010-06-30 15:32:00,QQQ,38.167,38.209,38.126,38.18,211243,1min
2010-06-30 15:31:00,QQQ,38.14,38.201,38.099,38.172,314240,1min
2010-06-30 15:30:00,QQQ,38.207,38.232,38.108,38.136,372898,1min
2010-06-30 15:29:00,QQQ,38.211,38.245,38.161,38.198,159523,1min
2010-06-30 15:28:00,QQQ,38.193,38.289,38.161,38.207,582202,1min
2010-06-30 15:27:00,QQQ,38.255,38.28,38.161,38.198,342478,1min
2010-06-30 15:26:00,QQQ,38.273,38.298,38.214,38.243,151598,1min
2010-06-30 15:25:00,QQQ,38.3,38.334,38.232,38.269,359710,1min
2010-06-30 15:24:00,QQQ,38.317,38.344,38.258,38.296,55657,1min
2010-06-30 15:23:00,QQQ,38.317,38.351,38.28,38.313,31996,1min
2010-06-30 15:22:00,QQQ,38.317,38.342,38.274,38.313,152542,1min
2010-06-30 15:21:00,QQQ,38.326,38.369,38.276,38.313,71967,1min
