Timestamp,Symbol,Open,High,Low,Close,Volume,Interval
2017-03-31 19:59:00,QQQ,126.345,126.388,126.296,126.35,1600,1min
2017-03-31 19:58:00,QQQ,126.345,126.388,126.296,126.35,4415,1min
2017-03-31 19:57:00,QQQ,126.345,126.388,126.296,126.35,1450,1min
2017-03-31 19:56:00,QQQ,126.373,126.417,126.324,126.379,207,1min
2017-03-31 19:46:00,QQQ,126.373,126.417,126.324,126.379,225,1min
2017-03-31 19:43:00,QQQ,126.373,126.417,126.324,126.379,293,1min
2017-03-31 19:41:00,QQQ,126.373,126.417,126.324,126.379,199,1min
2017-03-31 19:18:00,QQQ,126.392,126.436,126.343,126.398,195,1min
2017-03-31 18:18:00,QQQ,126.459,126.503,126.41,126.465,278,1min
2017-03-31 18:15:00,QQQ,126.44,126.484,126.391,126.446,400,1min
2017-03-31 18:13:00,QQQ,126.392,126.436,126.343,126.398,2270,1min
2017-03-31 17:51:00,QQQ,126.44,126.484,126.391,126.446,200,1min
2017-03-31 17:48:00,QQQ,126.44,126.484,126.391,126.446,393000,1min
2017-03-31 17:46:00,QQQ,126.402,126.446,126.353,126.408,146,1min
2017-03-31 17:44:00,QQQ,126.43,126.474,126.382,126.436,100,1min
2017-03-31 17:42:00,QQQ,126.44,126.484,126.391,126.446,153,1min
2017-03-31 17:41:00,QQQ,126.44,126.484,126.391,126.446,700,1min
2017-03-31 17:37:00,QQQ,126.44,126.484,126.391,126.446,463,1min
2017-03-31 17:36:00,QQQ,126.43,126.474,126.382,126.436,100,1min
2017-03-31 17:32:00,QQQ,126.43,126.474,126.382,126.436,499,1min
2017-03-31 17:26:00,QQQ,126.43,126.474,126.382,126.436,600,1min
2017-03-31 17:16:00,QQQ,126.421,126.465,126.372,126.427,200,1min
2017-03-31 17:03:00,QQQ,126.44,126.484,126.391,126.446,373000,1min
2017-03-31 16:59:00,QQQ,126.421,126.465,126.372,126.427,246,1min
2017-03-31 16:52:00,QQQ,126.43,126.474,126.382,126.436,400,1min
2017-03-31 16:51:00,QQQ,126.43,126.474,126.382,126.436,800,1min
2017-03-31 16:50:00,QQQ,126.45,126.493,126.401,126.455,171,1min
2017-03-31 16:49:00,QQQ,126.43,126.474,126.382,126.436,1000,1min
2017-03-31 16:40:00,QQQ,126.45,126.493,126.391,126.446,200,1min
2017-03-31 16:39:00,QQQ,126.44,126.484,126.391,126.446,300,1min
2017-03-31 16:38:00,QQQ,126.44,126.484,126.391,126.446,199,1min
2017-03-31 16:36:00,QQQ,126.45,126.493,126.401,126.455,2800,1min
2017-03-31 16:33:00,QQQ,126.478,126.522,126.41,126.465,3700,1min
2017-03-31 16:31:00,QQQ,126.478,126.522,126.429,126.484,4000,1min
2017-03-31 16:30:00,QQQ,126.421,126.522,126.353,126.474,53130,1min
2017-03-31 16:28:00,QQQ,126.383,126.474,126.334,126.436,16871,1min
2017-03-31 16:27:00,QQQ,126.383,126.427,126.334,126.388,7800,1min
2017-03-31 16:26:00,QQQ,126.373,126.417,126.324,126.379,200,1min
2017-03-31 16:24:00,QQQ,126.383,126.427,126.334,126.388,207,1min
2017-03-31 16:23:00,QQQ,126.383,126.427,126.324,126.379,11200,1min
2017-03-31 16:22:00,QQQ,126.402,126.446,126.353,126.408,106,1min
2017-03-31 16:20:00,QQQ,126.411,126.455,126.362,126.417,100,1min
2017-03-31 16:19:00,QQQ,126.373,126.455,126.324,126.417,4300,1min
2017-03-31 16:18:00,QQQ,126.411,126.455,126.362,126.417,500,1min
2017-03-31 16:17:00,QQQ,126.411,126.455,126.362,126.417,3300,1min
2017-03-31 16:14:00,QQQ,126.411,126.455,126.343,126.417,37232,1min
2017-03-31 16:13:00,QQQ,126.44,126.484,126.372,126.427,3582,1min
2017-03-31 16:12:00,QQQ,126.45,126.493,126.382,126.446,13670,1min
2017-03-31 16:10:00,QQQ,126.45,126.532,126.401,126.484,106711,1min
2017-03-31 16:09:00,QQQ,126.478,126.522,126.401,126.455,64628,1min
2017-03-31 16:08:00,QQQ,126.488,126.541,126.429,126.484,70472,1min
2017-03-31 16:07:00,QQQ,126.497,126.541,126.429,126.503,13304,1min
2017-03-31 16:06:00,QQQ,126.497,126.541,126.391,126.493,7629,1min
2017-03-31 16:05:00,QQQ,126.469,126.532,126.42,126.493,900,1min
2017-03-31 16:04:00,QQQ,126.459,126.513,126.401,126.455,15320,1min
2017-03-31 16:03:00,QQQ,126.44,126.493,126.391,126.455,22628,1min
2017-03-31 16:02:00,QQQ,126.411,126.474,126.362,126.436,12912,1min
2017-03-31 16:01:00,QQQ,126.469,126.513,126.372,126.427,48150,1min
2017-03-31 16:00:00,QQQ,126.411,126.532,126.362,126.474,343720,1min
2017-03-31 15:59:00,QQQ,126.55,126.598,126.362,126.427,705179,1min
2017-03-31 15:58:00,QQQ,126.516,126.618,126.463,126.556,396767,1min
2017-03-31 15:57:00,QQQ,126.545,126.599,126.458,126.522,187934,1min
2017-03-31 15:56:00,QQQ,126.621,126.665,126.496,126.56,149558,1min
2017-03-31 15:55:00,QQQ,126.583,126.665,126.506,126.618,154370,1min
2017-03-31 15:54:00,QQQ,126.536,126.627,126.477,126.583,144530,1min
2017-03-31 15:53:00,QQQ,126.555,126.599,126.477,126.541,93115,1min
2017-03-31 15:52:00,QQQ,126.574,126.627,126.496,126.56,48001,1min
2017-03-31 15:51:00,QQQ,126.567,126.627,126.515,126.579,79686,1min
2017-03-31 15:50:00,QQQ,126.602,126.646,126.506,126.579,71766,1min
2017-03-31 15:49:00,QQQ,126.641,126.685,126.525,126.599,125571,1min
2017-03-31 15:48:00,QQQ,126.679,126.728,126.592,126.646,110214,1min
2017-03-31 15:47:00,QQQ,126.688,126.738,126.63,126.685,71215,1min
2017-03-31 15:46:00,QQQ,126.698,126.751,126.639,126.694,74735,1min
2017-03-31 15:45:00,QQQ,126.688,126.761,126.639,126.713,65179,1min
2017-03-31 15:44:00,QQQ,126.727,126.78,126.63,126.694,67688,1min
2017-03-31 15:43:00,QQQ,126.736,126.79,126.677,126.742,53781,1min
2017-03-31 15:42:00,QQQ,126.727,126.799,126.677,126.751,26867,1min
2017-03-31 15:41:00,QQQ,126.707,126.79,126.658,126.732,80145,1min
2017-03-31 15:40:00,QQQ,126.707,126.761,126.649,126.713,41661,1min
2017-03-31 15:39:00,QQQ,126.703,126.761,126.649,126.713,23247,1min
2017-03-31 15:38:00,QQQ,126.722,126.766,126.638,126.704,32108,1min
2017-03-31 15:37:00,QQQ,126.727,126.771,126.649,126.723,150497,1min
2017-03-31 15:36:00,QQQ,126.736,126.78,126.668,126.723,212664,1min
2017-03-31 15:35:00,QQQ,126.717,126.79,126.668,126.742,168638,1min
2017-03-31 15:34:00,QQQ,126.736,126.799,126.668,126.723,64018,1min
2017-03-31 15:33:00,QQQ,126.684,126.78,126.635,126.737,300007,1min
2017-03-31 15:32:00,QQQ,126.645,126.732,126.592,126.694,83685,1min
2017-03-31 15:31:00,QQQ,126.636,126.694,126.583,126.656,60294,1min
2017-03-31 15:30:00,QQQ,126.621,126.694,126.572,126.642,27811,1min
2017-03-31 15:29:00,QQQ,126.636,126.685,126.568,126.627,28585,1min
2017-03-31 15:28:00,QQQ,126.641,126.685,126.582,126.637,14571,1min
2017-03-31 15:27:00,QQQ,126.65,126.704,126.587,126.642,26866,1min
2017-03-31 15:26:00,QQQ,126.641,126.704,126.587,126.665,42877,1min
2017-03-31 15:25:00,QQQ,126.631,126.689,126.574,126.649,23186,1min
2017-03-31 15:24:00,QQQ,126.621,126.675,126.567,126.637,17995,1min
2017-03-31 15:23:00,QQQ,126.617,126.665,126.563,126.627,11107,1min
2017-03-31 15:22:00,QQQ,126.621,126.665,126.563,126.618,41047,1min
2017-03-31 15:21:00,QQQ,126.607,126.665,126.558,126.627,6609,1min
2017-03-31 15:20:00,QQQ,126.602,126.656,126.549,126.618,16122,1min
2017-03-31 15:19:00,QQQ,126.593,126.642,126.534,126.599,8700,1min
2017-03-31 15:18:00,QQQ,126.612,126.656,126.537,126.599,32914,1min
2017-03-31 15:17:00,QQQ,126.617,126.661,126.553,126.618,24297,1min
2017-03-31 15:16:00,QQQ,126.624,126.675,126.553,126.622,27477,1min
2017-03-31 15:15:00,QQQ,126.602,126.67,126.553,126.632,31825,1min
2017-03-31 15:14:00,QQQ,126.602,126.651,126.544,126.608,31598,1min
